sx,sx2,sy,sy2,gamma,delta
13359.7765743,4694.55088968,41542.151721,38542.2370914,1.24,0.04
20096.077985,11682.4159728,27554.871429,17385.3270199,0.56,1.28
15249.085515,6347.91101054,24087.2063939,13680.1416031,1.72,1.72
13700.9669761,4917.25106884,31557.586566,22335.7253883,1.76,1
12539.9754568,4028.93155206,41244.785992,37978.5856711,1.48,0.08
19585.58572,11214.6121854,25777.5228005,15531.1762933,0.72,1.48
11189.9451306,3082.93617983,42113.898544,39625.2452552,1.6,0
14599.8816152,5748.23242004,31497.413317,22272.1640507,1.6,1
16622.396585,7932.92695441,34184.578172,26130.354747,0.84,0.72
11869.4663667,3540.41816633,41671.457812,38785.0826579,1.48,0.04
18059.512247,9248.09235671,33485.217343,25102.041671,0.84,0.76
19118.034604,10684.0166247,26392.388419,16179.3119376,0.72,1.44
19203.32537,10694.0885233,34627.68167,26814.6222208,0.4,0.64
13087.2215341,4432.33969136,34595.327498,26723.3509482,1.68,0.72
13765.7081535,4983.10276582,34062.133051,25923.945856,1.68,0.76
17251.257349,8424.39165265,26133.824283,15813.2724219,1.24,1.48
18457.654705,9747.03785785,30454.205426,20922.7477646,0.76,1.04
15926.795444,7039.45591139,25151.1994399,14722.7413403,1.52,1.6
12703.62054,4140.27725623,32615.517922,23809.7520978,2,0.92
15046.281057,6115.87681058,29240.297974,19332.5433766,1.52,1.2
14525.413338,5720.98511861,31851.503588,22755.9513855,2,0.96
14834.723663,5953.53168587,33065.120313,24464.3345256,1.44,0.84
16994.156462,8348.12764981,33680.968049,25388.0749812,0.88,0.76
19223.880533,10691.2311392,22497.3971869,12315.0314061,0,1.84
17317.081166,8385.03827159,34003.22147,25858.3831607,0.88,0.72
21666.48288,14613.5310334,22493.0758046,12933.3461682,0.04,1.96
14779.720245,5913.19788516,32731.38284,23988.5895295,1.44,0.88
20741.454405,12611.3928427,22057.7557622,11956.9514098,0,1.88
11350.36723,3173.34360661,38915.194661,33783.3107253,1.8,0.32
11406.6964403,3208.5444213,38510.180327,33082.3623728,1.8,0.36
14408.2206066,5576.30813127,34827.666372,27087.8246928,1.44,0.68
21196.758196,13201.0657897,22506.0370983,12435.548465,0.56,1.8
17470.473895,8792.74561251,31956.489697,22936.4698522,0.88,0.92
20327.945352,12056.0641737,24498.5900521,14208.2871605,0.56,1.6
18643.003973,9888.49973055,31258.384745,21989.1664302,0.88,0.96
13940.103559,5162.15693279,35305.763806,27822.2173697,1.44,0.64
14453.68849,5544.04769759,29698.312826,19891.6400034,1.68,1.16
22201.925358,14308.4334732,30550.926106,21081.5543911,0.28,0.96
14298.176366,5482.99790029,30271.576602,20636.5887252,1.68,1.12
19954.164517,11824.1475743,31609.508917,22504.5966826,0.28,0.92
13834.969334,5016.14354765,31100.155806,21716.9511347,1.76,1.04
15821.824873,6839.06613508,22955.3984932,12672.1807351,1.76,1.84
16698.639639,7961.32058717,31019.775339,21659.4843497,2,1
12084.1197842,3693.65654077,42098.637367,39583.6732098,2,0
12786.120598,3713.09161877,19929.841077,8894.37369705,2,2
19081.060174,10674.4233618,37959.961711,32165.2329572,0.16,0.32
19558.20154,11437.4299003,37394.417687,31218.8823812,0.16,0.36
15262.061961,6365.45132819,26805.681376,16456.0087317,1.44,1.44
20643.61539,12503.1268443,37394.640913,31227.7412694,0.04,0.36
16477.412071,7626.88311717,26391.824818,16115.0948353,1.44,1.48
20181.137838,12284.037841,37682.685287,31704.5148511,0.04,0.32
15008.288086,6091.63165788,22969.3725646,12615.4268624,1.88,1.84
18303.632499,9415.70773796,21850.8741162,11628.5786636,1.24,1.88
12824.355736,4239.98878024,31025.431432,21625.7668945,1.92,1.08
14529.758207,5707.33436815,25909.981447,15671.4103899,1.76,1.6
17707.737306,9098.53837335,38512.290921,33103.8643975,0.52,0.28
19725.383055,11508.7894813,32835.439929,24192.7577765,0.36,0.8
17905.612596,9201.39304652,39008.911021,33964.2483359,0.52,0.24
19738.970659,11433.0387294,34946.640878,27307.3637739,0.36,0.6
19096.440647,10661.0649559,37180.342688,30865.4654004,0.36,0.4
18671.901932,10065.8918361,39299.687225,34475.9001043,0.36,0.2
22649.327916,15154.6993053,24008.155509,13776.75547,0,1.6
20309.908652,12050.1553179,26698.8205635,16560.671861,0,1.4
17520.902538,8779.98963299,29192.042774,19334.9642487,0,1.2
22166.807101,14511.8218514,23354.1940883,13175.6135904,0.36,1.68
22479.189923,14456.3975483,23168.4640998,12811.3029263,0.36,1.64
17252.923036,8277.428154,23117.8981699,12767.6405494,0,1.8
11609.8717581,3337.70465819,36007.427543,28921.5428645,1.88,0.6
11338.7486362,3153.89001482,38108.406989,32393.2252513,1.88,0.4
11093.386114,3007.15414233,40249.036064,36150.2243167,1.88,0.2
20535.086609,12332.4426643,28824.990229,18914.2983791,0.48,1.16
12667.4770517,4082.83762264,33765.054547,25472.6886994,1.88,0.8
19930.524373,11965.1312526,29674.501838,20022.7814222,0.24,1.12
21417.501453,13799.0683828,28911.3644719,19147.2851357,0.24,1.16
20951.518372,13058.4350749,28821.4863,18958.0987233,0.28,1.16
21643.491628,13878.3897243,29134.232329,19343.9156306,0.28,1.12
11155.1032249,3038.22857003,41520.697736,38483.737012,1.76,0.08
10996.5828514,2952.19348202,41672.188205,38794.5017244,1.76,0.04
20992.483975,13075.6097281,29735.726571,20077.2586342,0.16,1.08
21734.636794,13759.6443443,29918.035271,20288.3181425,0.16,1.04
13777.091917,5043.22070476,40711.702168,37002.0640118,1.2,0.12
16159.143582,7158.678078,21967.5561487,11681.6299052,1.72,1.92
13839.3889378,5085.14000303,40322.723386,36289.0221305,1.2,0.16
16566.221847,7631.76657038,40560.629381,36715.517651,0.68,0.12
16336.99173,7457.2484939,40036.190203,35778.8041015,0.68,0.16
20975.168986,12737.2486706,33467.555771,25098.5440036,0.28,0.72
16683.318132,7699.21225044,27725.415867,17546.9264264,1.32,1.32
16262.034175,7338.0271329,21879.3324176,11741.6977635,1.72,1.96
19856.261199,11633.9717041,33271.429428,24817.1528307,0.28,0.76
16501.672313,7611.65069952,27420.062199,17198.0059717,1.32,1.36
21194.958368,13217.9262208,35187.459723,27693.9978328,0.12,0.56
20463.950454,12419.5531391,35689.799277,28466.5772123,0.12,0.52
11502.0440535,3267.76634063,40460.904577,36544.7235051,1.6,0.16
19524.53815,10779.3594494,22638.5758503,12304.8964656,0.96,1.76
11616.4927795,3347.93333816,40947.910217,37431.4184444,1.6,0.12
19107.266073,10383.576657,23222.88411,12849.4013177,0.96,1.72
12287.1131671,3825.07639478,40921.241863,37376.2434905,1.52,0.12
12306.4580532,3848.55700771,40454.572872,36527.5095,1.52,0.16
17833.132869,9348.1255032,36907.446477,30406.2207025,0.08,0.44
16383.071796,7411.3508034,34987.858502,27344.8804102,1,0.64
16284.693165,7405.10000504,34591.674843,26738.2282826,1,0.68
20746.242387,12634.3120068,36119.102283,29148.9236463,0.08,0.48
19495.958512,11039.3659521,38032.29238,32292.451772,0.24,0.32
18374.237947,9884.72890924,31828.543544,22775.128045,0.72,0.92
22559.402445,15318.5765634,23260.2927146,13272.3545925,0.12,1.72
11445.120514,3234.84835091,38874.307529,33713.6212457,1.84,0.32
20358.959721,11933.7727685,37467.487851,31343.6173627,0.24,0.36
19172.571712,10498.424901,31107.836763,21783.3530882,0.72,0.96
23168.00258,15841.5827771,22385.2801448,12216.6284949,0.12,1.76
11241.6046271,3103.44508068,38475.294724,33022.3937298,1.84,0.36
18456.143854,9776.06500358,22133.9269422,11951.2551454,1.12,1.88
15863.457094,6930.12753921,24027.2576703,13645.0647445,1.6,1.72
18954.296789,10367.5930124,32491.395434,23684.2672066,0.6,0.84
15837.3124,6928.23796416,23875.6186914,13585.212284,1.6,1.76
17783.55049,9181.34196006,23284.9425162,13181.1028873,1.12,1.84
19556.361801,10982.3607082,31971.622149,22962.541414,0.6,0.88
15449.243946,6587.78804306,33436.316117,25011.01112,1.24,0.8
19817.00363,11622.6259784,23510.7639854,13445.8581066,0.64,1.76
21403.316463,13525.1925632,24388.0178734,14171.0667002,0.36,1.6
20752.277405,12626.8147574,23319.3574067,13179.0569536,0.64,1.72
16003.23619,7019.45075528,29163.457177,19268.0821777,1.4,1.2
12066.5884119,3627.47568437,36397.504451,29554.0608243,1.96,0.56
13658.3567474,4954.45718919,39855.615885,35451.2840671,1.24,0.2
14723.153678,5829.43944481,37784.443887,31852.8337958,1.24,0.4
15567.698666,6759.95507398,36133.341872,29142.260071,1.96,0.52
14718.632344,5858.48227147,35617.112933,28315.3125958,1.24,0.6
20875.134463,12698.8073634,31744.839417,22667.8715494,0.32,0.88
16185.64435,7320.81961346,26833.314667,16569.6901993,1.28,1.44
17284.196912,8571.20135636,28746.893368,18817.1510376,1,1.24
16330.715662,7562.26030383,33824.406429,25591.7954241,0.96,0.76
17660.868027,8945.0092529,28365.183326,18404.9219523,1,1.28
20864.794919,12767.5664388,32192.736007,23293.9669485,0.32,0.84
16620.454796,7791.829184,34116.838378,26025.3490026,0.96,0.72
20960.330786,12825.4197849,24515.3932039,14179.6243585,0.52,1.56
17664.279304,8753.25525753,21698.1405932,11605.5315834,1.96,1.92
20360.526046,12073.8073539,28435.543184,18449.7039398,0.4,1.2
17689.285183,9056.28483842,36061.007446,29035.6585274,0.64,0.52
20316.711688,11993.5579641,25129.9600226,14810.5640673,0.6,1.52
17885.822296,9069.20274599,35673.642597,28424.5691737,0.64,0.56
21257.687011,13223.6150349,25085.3741129,14832.0241062,0.52,1.52
22217.717135,14435.9136364,22490.1085393,12498.5086501,0.4,1.8
19097.409324,10667.9034697,21760.5678445,11912.1851774,1.96,1.96
17494.642632,8612.01479748,24468.3440076,14081.1865828,1.16,1.64
13399.134982,4669.68291863,29113.130004,19154.3017915,1.92,1.24
19913.191722,11359.3642826,21391.6006045,11396.2619541,0.96,1.92
15496.986944,6580.48556677,28408.656503,18357.1474332,1.92,1.28
20618.0859,12222.9541671,20903.6810233,10966.1421723,0.96,1.96
11528.7637069,3290.09905836,36438.963382,29616.9996445,1.88,0.56
11889.017137,3527.72144804,36810.45663,30224.0658255,1.88,0.52
20391.881783,12163.6249004,21641.4889289,11629.8023018,0.72,1.92
19449.150957,10970.4423897,31600.82778,22462.3388692,0.56,0.92
19182.346849,10774.0847431,31270.73183,22028.4549576,0.56,0.96
14841.228523,6092.14694851,38411.691783,32920.9881164,1.04,0.32
14115.040196,5288.59695171,35156.933448,27593.4683829,1.92,0.64
20179.037668,11639.6267721,25200.5499777,14850.2945123,0.84,1.48
15003.841957,6175.39638837,38058.59961,32317.1257345,1.04,0.36
12039.1243227,3647.28985855,35135.836333,27552.7961942,1.92,0.68
18973.827425,10502.2938517,26409.7330127,16226.677404,0.84,1.44
16436.283956,7647.59949307,27757.1498,17668.8933364,1.2,1.36
18992.898879,10421.9497771,35506.14622,28169.1516755,0.44,0.56
19924.497992,11500.4541885,35783.752537,28606.768605,0.44,0.52
17082.821782,8082.79219708,24526.8879749,14086.5573398,1.92,1.6
21135.704926,12984.6377461,21883.0089783,11740.7042433,0.68,1.84
14063.697046,5313.60573816,38148.090643,32466.0996425,1.24,0.36
14115.172095,5346.31046619,38599.008843,33240.8123084,1.24,0.32
20230.8205,11897.5276627,26923.560019,16761.3410648,0.56,1.36
19861.20477,11555.2018628,27320.430251,17175.8458831,0.56,1.32
16327.762472,7410.42825562,40966.64699,37465.2610353,0.84,0.08
14970.953342,6155.19757439,41417.996264,38307.4157848,0.84,0.04
20597.108054,12190.9655348,24515.7436365,14137.3151844,0.72,1.56
14041.751053,5224.70439509,34067.621733,25932.6416401,1.48,0.76
19547.470216,11137.3484064,25316.7075928,15010.7308706,0.72,1.52
14385.9988926,5518.37614499,34424.221311,26471.9183342,1.48,0.72
17872.058015,9073.04153114,22957.8456836,12682.2037963,1.28,1.8
12815.6448412,4253.43738453,35044.246481,27411.7054686,1.68,0.68
13229.967818,4541.1625986,35389.76658,27951.7844251,1.68,0.64
16437.521225,7475.79627375,28953.908132,18975.2654782,1.28,1.2
16747.619985,7844.47678762,26898.048916,16595.795057,1.28,1.4
16437.460662,7562.30520585,25139.8679696,14739.1069465,1.28,1.6
19492.764226,11072.0701166,29028.305617,19179.3304872,0.76,1.16
19180.871859,10610.6509043,29440.16857,19641.7713822,0.76,1.12
16751.517858,7868.9085635,25731.5549011,15322.820418,1.24,1.52
17136.01196,8276.00086775,25374.1931398,15024.852528,1.24,1.56
19437.159703,10883.3633694,22393.1551758,12183.2522986,0.04,1.84
22117.731642,14069.3053195,21213.8366112,11100.729835,0.04,1.88
20888.080964,12910.9495585,25251.2336027,15048.6131654,0.44,1.52
20575.181631,12361.3014213,24769.0695822,14465.6550617,0.44,1.56
17945.490438,9299.89149859,39335.998871,34540.0110662,0.44,0.2
16106.29034,7261.52913677,30022.300594,20343.7136668,1.2,1.12
18050.144135,9460.48648175,37273.902601,31012.3616664,0.44,0.4
11437.1812454,3234.64175812,39265.736316,34401.3042202,1.8,0.28
18440.026122,9877.92470616,35130.220522,27580.3485262,0.44,0.6
19789.981462,11504.9884634,32817.801179,24164.3659322,0.44,0.8
11408.6436413,3215.72927355,39735.677785,35232.5242775,1.8,0.24
16216.277974,7300.83231415,25956.1421843,15602.7884802,1.48,1.52
16770.672978,7749.47012542,25084.034161,14631.8759882,1.48,1.56
14428.114283,5607.04507962,28695.533132,18691.6209478,1.68,1.28
14110.5073715,5293.24614941,36119.955428,29112.3606999,1.44,0.56
13895.6293812,5141.62293978,36553.784344,29811.817926,1.44,0.52
14997.920599,5998.78041758,28629.208249,18545.9300074,1.68,1.24
19942.393584,11841.0415834,31599.193654,22493.5401619,0.36,0.92
20248.721499,11822.0653822,30976.730077,21618.3132947,0.36,0.96
13710.107206,4943.43461506,27596.882021,17394.225739,1.92,1.4
15067.292546,6131.46030189,23285.0806307,12891.1159918,1.92,1.8
19224.386448,10806.1615805,38828.939412,33657.7618301,0.16,0.24
16825.047485,7854.18518901,25248.5076237,14854.8193749,1.44,1.56
16930.633124,7917.41450473,25525.15538,15098.9587779,1.44,1.52
15780.928839,6736.47061708,21978.8142874,11696.0223242,1.88,1.92
19667.376731,11356.2378076,38315.664472,32772.9617574,0.16,0.28
14426.956128,5701.92723644,23526.3296349,13547.0602267,1.88,1.96
20958.732178,12838.7419478,26690.87661,16511.4163688,0.52,1.36
17529.43417,8837.25093117,31492.327669,22293.4314564,0.76,0.96
18112.914567,9294.03022499,31776.887172,22680.4905629,0.76,0.92
20368.636549,11970.9741461,23217.5005338,13008.9849128,0.8,1.72
14499.584367,5695.32548186,30424.989614,20874.3325128,1.72,1.12
17496.243319,8833.82194181,41040.579049,37617.5684833,0.4,0.04
14037.20828,5239.3019954,29961.063251,20243.3608163,1.72,1.16
16870.853319,8230.54109702,40603.171688,36814.1639467,0.4,0.08
21659.572368,13926.2951363,22983.5395024,12930.785865,0.36,1.76
22516.178455,14864.8548287,22719.30243,12574.2739319,0.36,1.72
23476.006956,16327.4824388,21058.096391,11160.2877141,0.12,1.92
20866.411973,12537.0234624,29981.433358,20335.1160395,0.48,1.04
20833.080751,12450.3976811,29547.60873,19784.1274264,0.48,1.08
20698.202503,12602.5304654,30078.738765,20479.2196277,0.24,1.04
20504.498016,12499.9393645,30247.964038,20728.7413691,0.28,1.04
20098.714928,12035.6227436,29872.30914,20239.9333156,0.28,1.08
21005.554629,12987.0899796,29643.010842,19932.3056165,0.24,1.08
11041.14258,2947.77336269,41128.605525,37751.6724695,1.76,0.12
11083.2814842,2982.90810829,40741.587744,37040.9509893,1.76,0.16
20910.469109,12753.6166783,23625.3792776,13434.8427317,0.6,1.68
22302.555464,14429.2585885,28842.495067,18941.1903613,0.16,1.12
22238.508069,14543.4465915,21253.5524433,11474.398405,0.48,1.96
21250.733756,13717.0872418,29066.470912,19331.0010863,0.16,1.16
13232.7615656,4613.24551122,41420.840245,38319.7625125,1.2,0.04
14629.148921,5796.24775756,39394.234998,34630.1225556,1.16,0.24
14735.7110549,5914.93011723,38919.905024,33800.6092412,1.16,0.28
13239.8721076,4582.86257779,41254.784693,37992.6518471,1.2,0.08
17806.534737,9030.04154033,34797.944279,27064.5300509,0.68,0.64
15779.313465,6951.7565506,28577.251332,18586.7328106,1.32,1.28
19824.056148,11392.6063245,22713.8033135,12488.9895316,0.8,1.8
19532.802317,11326.1908154,36191.351609,29252.6737558,0.28,0.48
16449.8356,7538.87150936,28670.868933,18669.0442972,1.32,1.24
19407.448996,10777.3932454,26378.011829,16057.1684483,0.8,1.4
19266.396842,10783.8807556,36700.90915,30076.4134645,0.28,0.44
17596.054816,8978.06738602,29156.02805,19313.5193157,0.8,1.2
17726.768161,9058.06308358,34394.59444,26453.4842048,0.68,0.68
19658.007489,11418.3877834,33287.796486,24837.8525387,0.36,0.76
15681.941717,7075.88391093,23531.3500976,13800.6801416,1.56,2
11721.7665283,3441.02876982,41201.024071,37910.7869919,1.6,0.08
11909.7412225,3556.32166705,42218.567793,39810.8040817,1.56,0
14812.388774,5884.36577825,31304.097088,21994.6838683,1.56,1
20962.298079,12813.6785387,36116.728761,29145.7111314,0.12,0.48
20294.806591,11998.4386057,36592.823039,29906.7243795,0.12,0.44
11734.3557583,3449.47905265,41675.19379,38789.6864931,1.6,0.04
23297.887549,15731.1459788,22221.0871835,12068.2206483,0.2,1.76
15585.536211,6588.05574894,22246.4318174,12029.1576208,1.76,1.92
13799.1012976,4996.64619867,31564.940595,22352.2651029,1.68,1
11198.2837575,3078.64458436,42220.889521,39814.6083781,1.68,0
16330.735686,7289.92091474,21213.8459554,11102.3404131,1.68,2
17755.335233,8826.34533991,21130.7607317,11262.3392714,1.52,2
13823.466156,5044.06140596,34925.653581,27234.7663309,1.52,0.68
16463.071288,7632.97983973,33352.880968,24899.9361308,1,0.8
14898.639939,6027.91418464,31557.578839,22371.3438962,1.52,1
15811.939835,7003.59090553,35481.431735,28110.1763077,1,0.6
13763.334127,5031.90456752,35333.997561,27865.6223147,1.52,0.64
16281.8340815,7403.90398276,37497.867075,31375.5424551,1,0.4
14989.1017342,6106.24138891,39806.569418,35361.4055724,1,0.2
20494.454928,12486.9046947,35256.663473,27792.5014043,0.08,0.56
20932.124744,12951.6118552,35645.707624,28405.9101552,0.08,0.52
20549.610462,12134.7206051,21889.2841482,11709.4238363,0.84,1.84
16549.251041,7645.52256919,35818.318069,28645.6728124,1,0.56
15663.139798,6814.72131277,36334.630028,29464.0008024,1,0.52
11678.6255464,3387.24367135,39384.53155,34605.1582635,1.84,0.28
17756.583125,9004.72002091,32248.627379,23332.1617461,0.72,0.88
22099.808019,14235.2854784,29321.716899,19528.6810105,0.12,1.08
18212.977779,9627.72655267,40622.318744,36846.4758689,0.24,0.08
18595.106548,9992.22414026,32616.044752,23869.9942001,0.72,0.84
23104.763359,15349.1240635,29453.188817,19663.9342929,0.12,1.04
18746.936927,10102.4417139,31694.247341,22582.8239172,0.6,0.92
10949.4967803,2908.07468848,39739.250232,35239.871022,1.84,0.24
19764.158627,11294.7925796,31077.016217,21756.3763621,0.6,0.96
15040.715527,6112.16536881,26746.262733,16393.7233862,1.6,1.44
15430.524014,6622.8565735,26719.089341,16472.988867,1.6,1.48
20903.872752,12845.5055997,24159.7098474,13999.8455636,0.64,1.64
14550.978064,5692.76449098,23108.9849808,12666.9746582,1.84,1.84
16135.356035,7103.11056615,22102.093011,11812.0152941,1.84,1.88
19831.740702,11541.5993258,23878.0916264,13597.512869,0.64,1.68
17023.086003,8205.36304389,25448.8664706,15105.3497079,1.28,1.56
17721.098115,8944.18864018,27701.53748,17573.8986956,1,1.32
16766.974974,7865.15494401,34935.082631,27264.3442722,0.96,0.64
17658.603846,9079.61205398,27564.0487467,17461.4974604,1,1.36
17085.300597,8218.25851598,34474.16073,26565.922501,0.96,0.68
20819.557906,12790.8976495,28436.451473,18474.728578,0.36,1.2
16696.189051,7759.50417155,33225.196867,24708.9129292,0.96,0.8
15964.195983,7101.37198423,37558.029259,31475.9289341,0.96,0.4
16410.360713,7567.53454434,35397.953307,27979.8119692,0.96,0.6
14871.093275,5877.71555731,24581.68801,14059.4979921,1.84,1.64
15046.3461947,6239.71033915,39737.801527,35240.6594661,0.96,0.2
12603.2866042,4054.56043516,33852.922578,25604.814334,1.76,0.8
21163.70649,13003.2411904,25314.4677792,15061.493836,0.6,1.48
14902.211744,5995.56376898,26480.347858,16118.6217049,1.72,1.48
11207.9907554,3093.81455327,42081.01423,39566.9008609,1.72,0
13681.210952,4942.94414666,31610.747269,22411.9031362,1.72,1
11666.9420811,3387.22312193,40141.308069,35960.0815209,1.76,0.2
11832.2006183,3505.1450385,38030.972739,32260.4431239,1.76,0.4
21094.883209,13054.8917111,25752.7770362,15533.4541597,0.6,1.44
12295.9366246,3825.40784157,35939.639192,28814.3350059,1.76,0.6
16983.321051,8220.58038809,39085.592854,34097.2216982,0.64,0.24
17654.956029,8757.33695143,38701.658456,33428.9829287,0.64,0.28
13248.748888,4559.05082427,30036.451592,20325.4305879,1.92,1.16
15123.018541,6212.71139624,29991.670065,20280.2517483,1.92,1.12
19524.159624,11108.848045,22648.5230658,12627.638691,0.92,1.84
19114.665785,10552.2106172,27036.72539,16822.2718145,0.84,1.36
15376.156042,6487.43261973,27987.051892,17833.6933215,1.56,1.32
15887.43749,6827.41646846,27252.22023,16964.183687,1.56,1.36
21995.162382,14075.5116053,22022.8430585,11862.1647907,0.48,1.8
16875.943114,8006.36054628,23166.8853066,12844.7543274,1.4,1.8
17583.390435,8861.51316102,30719.014958,21287.5881626,0.96,1.04
15677.9218266,6949.5305231,38704.926354,33430.4966482,0.84,0.28
16587.805093,7850.54744975,28989.482894,19122.3892826,1.08,1.24
18093.01157,9592.55058243,32692.170786,23972.9456114,0.56,0.84
17852.844138,9007.60017184,27934.444429,17796.3529597,1.08,1.28
17825.009843,9291.65200059,32356.799516,23498.7126932,0.56,0.88
14424.624313,5557.31276555,26510.879527,16142.4955568,1.92,1.48
12265.4638303,3784.38227206,34684.610454,26854.5199725,1.92,0.72
20017.015127,11607.7132883,23432.952176,13233.4883555,0.84,1.72
11890.3349944,3530.5234434,34365.862159,26367.9370885,1.92,0.76
19599.695669,11077.5255621,22945.5110994,12682.2070576,0.84,1.76
14244.510581,5488.47112393,39385.896351,34616.7122542,1.04,0.24
18352.818689,9506.42589001,29898.048585,20190.5114959,0.96,1.08
15630.550947,6683.61668237,38925.437699,33807.9710634,1.04,0.28
17504.822638,8731.82600331,40847.250828,37246.977944,0.48,0.08
19302.177972,10847.0741604,34615.382657,26796.7206817,0.44,0.64
17228.348348,8476.43578423,29287.51884,19454.7149047,2,1.16
19670.368855,11171.0202933,34122.402489,26054.7714119,0.44,0.68
15387.670868,6452.81835653,29892.033915,20151.4569538,2,1.12
16943.954091,8053.46108929,24927.5143916,14523.9773265,1.4,1.6
13897.563458,5162.77921455,39474.060294,34771.8101536,1.24,0.24
15190.326126,6323.12160769,35172.174645,27623.9331663,1.16,0.64
13458.7535779,4785.87510951,38976.351115,33897.3850573,1.24,0.28
15626.180343,6773.34553199,27436.779908,17268.9443805,1.4,1.4
20370.402329,11771.6123949,20705.3042634,10666.4848128,0.84,1.96
13197.5382105,4564.92069399,36937.449355,30436.367739,2,0.48
11889.8316092,3535.67957953,37166.424009,30808.6350877,1.88,0.48
17052.586322,8365.85662244,37345.503424,31126.751479,0.6,0.4
17670.738259,9109.2039337,35217.91379,27707.7272328,0.6,0.6
18450.789105,9729.42855292,24377.757999,14070.0534155,1.04,1.64
13492.652916,4780.77917068,34956.132485,27281.5953397,1.48,0.68
17333.25482,8626.65652198,39348.94128,34562.0890282,0.6,0.2
15234.899533,6367.69252956,40228.410867,36117.534306,0.84,0.16
17460.554217,8838.60797801,24621.9121094,14383.7763944,1.04,1.68
14243.007077,5374.04386376,35262.425328,27758.4608265,1.48,0.64
11337.9165874,3162.76090979,37637.721264,31595.1689504,1.88,0.44
19499.839354,10879.8859294,32810.520684,24135.7895879,0.6,0.8
16477.816612,7533.17298319,21554.6741764,11261.4106277,1.48,1.96
14457.497084,5575.7297185,32263.482465,23319.8707923,1.68,0.92
13896.045478,5097.62389852,31965.926765,22900.6317411,1.68,0.96
14264.23745,5507.15529207,35273.088976,27772.5993413,1.28,0.64
17314.040782,8588.05938198,25487.9738064,15166.9834643,1.2,1.56
20481.745063,12361.7980065,30159.790916,20585.7633772,0.36,1.04
13502.397903,4763.02201483,29462.070632,19589.8399865,1.96,1.2
17497.469693,8658.39805181,24206.9473893,13885.4410588,1.24,1.68
16957.80935,8074.08444567,26890.067254,16608.8493311,1.32,1.4
16474.145494,7562.72370134,25013.638822,14570.1931002,1.32,1.6
16554.577543,7556.36492473,28976.533539,19011.8479039,1.32,1.2
21381.29211,13373.977657,25380.7283364,15114.0963264,0.44,1.48
20692.764722,12640.7973125,25947.0276458,15688.4171998,0.44,1.44
17961.129627,9009.43355587,25598.5655923,15152.916385,1.28,1.48
15054.39342,6172.22137308,28565.859227,18522.5275452,1.48,1.28
15761.0272,6815.98467677,28774.946895,18788.7068064,1.48,1.24
13196.40832,4545.44775154,37411.908145,31220.0031022,1.44,0.44
13435.7569757,4707.35789769,37057.293408,30633.35522,1.44,0.48
15926.687038,7097.7478828,26882.802946,16669.8820216,1.96,1.44
14355.142382,5543.78250159,27997.704382,17883.7605748,1.68,1.36
14449.853074,5617.63153183,28256.178645,18158.4893333,1.68,1.32
17459.409982,8402.40431486,29153.214241,19240.2373061,1.16,1.16
18760.448439,10447.8305504,32621.937496,23886.0531147,0.36,0.84
15114.6235199,6181.06546016,23402.0787463,13068.1161733,1.84,1.8
14546.380005,5703.31180238,25505.143021,15116.1586674,1.84,1.6
16399.279308,7496.86801024,28675.032877,18670.5909676,1.36,1.24
14279.593346,5442.76919016,27320.091991,17031.0966771,1.84,1.4
18090.841472,9282.28692889,21107.0696306,11017.4855933,1.28,2
20524.116148,12206.04637,31844.590985,22799.0159035,0.36,0.88
18098.861608,9318.90018079,31382.876798,22152.3565153,0.8,0.96
18216.495207,9482.25721345,31773.045745,22680.9279004,0.8,0.92
21242.956219,12905.605436,32067.419967,23108.171462,0.44,0.84
16394.304287,7403.00074774,21706.9129028,11558.2748312,1.76,1.96
17687.839831,9081.7873541,32802.411451,24128.5626361,0.76,0.84
18729.761076,9955.29475203,32075.616397,23097.9821637,0.76,0.88
18458.790704,9794.04939693,40334.442103,36312.9627722,0.4,0.12
22360.233911,14479.7301061,32400.304773,23580.5242209,0.04,0.8
18528.869042,9821.34262954,39889.116633,35515.4796408,0.4,0.16
13714.3312316,4928.1916407,31123.844015,21748.5488608,1.72,1.04
17453.327195,8560.65992521,22248.0080913,12081.874938,1.44,1.88
15773.24274,6849.81626845,37812.034064,31903.7234248,0.04,0.4
19833.225784,11350.1603504,35022.556091,27419.4878703,0.04,0.6
16826.604953,7925.64260086,22729.6873182,12398.2025789,1.44,1.84
20189.223876,12016.4522773,39103.273023,34137.6915864,0.04,0.2
12471.0077337,3995.35904863,36683.250042,30013.5299744,1.64,0.52
13231.240334,4560.57515122,36230.085571,29284.4811108,1.64,0.56
21261.726235,13279.6802409,25446.3889197,15187.1673822,0.36,1.48
19482.547327,11316.7222082,27333.845266,17280.5343461,0.48,1.36
21686.643781,13854.0604004,26463.4174492,16229.5873777,0.24,1.36
20636.889489,12439.6669966,27256.776209,17122.3561415,0.48,1.32
19436.022964,10749.5465838,22001.8915944,11817.4844514,1.08,1.84
22368.065689,14892.1646686,22913.5599837,12905.1385547,0.28,1.76
22998.306147,15390.0686089,22678.315536,12571.9661405,0.28,1.72
22000.685148,14185.5509171,26435.4468711,16218.0252682,0.28,1.36
20755.256884,12468.4037001,26492.289232,16227.7027626,0.68,1.36
11929.5446364,3563.97635819,37639.377801,31601.8704706,1.72,0.44
